Date,Target,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,day_of_week,month,day_of_month
2023-05-26,0.018067191488813233,0.002750644827364736,0.015512967031502883,-0.012034025892649005,-0.012385093660629568,0.00545618549457799,4,5,26
2023-05-25,0.02312949431388034,0.0019563705682778786,0.002750644827364736,0.015512967031502883,-0.012034025892649005,-0.012385093660629568,3,5,25
2023-05-24,0.006867483568710029,-0.011968887068943421,0.0019563705682778786,0.002750644827364736,0.015512967031502883,-0.012034025892649005,2,5,24
2023-05-23,-0.015908211701743544,0.00305538908439399,-0.011968887068943421,0.0019563705682778786,0.002750644827364736,0.015512967031502883,1,5,23
2023-05-22,-0.019088212485474584,0.01942427673039237,0.00305538908439399,-0.011968887068943421,0.0019563705682778786,0.002750644827364736,0,5,22
2023-05-19,-0.022465622420523107,0.004393887264371534,0.01942427673039237,0.00305538908439399,-0.011968887068943421,0.0019563705682778786,4,5,19
2023-05-18,-0.020529955910296344,0.00316252547859877,0.004393887264371534,0.01942427673039237,0.00305538908439399,-0.011968887068943421,3,5,18
2023-05-17,-0.0034583564180627768,-0.006906584243876316,0.00316252547859877,0.004393887264371534,0.01942427673039237,0.00305538908439399,2,5,17
2023-05-16,0.0036134318189890973,-0.013206621660776317,-0.006906584243876316,0.00316252547859877,0.004393887264371534,0.01942427673039237,1,5,16
2023-05-15,0.002233444406892717,-0.0033514185400612038,-0.013206621660776317,-0.006906584243876316,0.00316252547859877,0.004393887264371534,0,5,15
2023-05-12,0.0029615856581065494,0.001213886480640494,-0.0033514185400612038,-0.013206621660776317,-0.006906584243876316,0.00316252547859877,4,5,12
2023-05-11,-0.0063777669805345685,-0.00021488445644975325,0.001213886480640494,-0.0033514185400612038,-0.013206621660776317,-0.006906584243876316,3,5,11
2023-05-10,-0.005119323576659363,-0.0049709177336495535,-0.00021488445644975325,0.001213886480640494,-0.0033514185400612038,-0.013206621660776317,2,5,10
2023-05-09,-0.014427178484396369,0.00386497783145725,-0.0049709177336495535,-0.00021488445644975325,0.001213886480640494,-0.0033514185400612038,1,5,9
2023-05-08,-0.0019105762291536637,0.0037203696969906703,0.00386497783145725,-0.0049709177336495535,-0.00021488445644975325,0.001213886480640494,0,5,8
2023-05-05,-0.010111079113953154,-0.0001661009314558866,0.0037203696969906703,0.00386497783145725,-0.0049709177336495535,-0.00021488445644975325,4,5,5
2023-05-04,0.0039004209617314856,0.0005132567947640793,-0.0001661009314558866,0.0037203696969906703,0.00386497783145725,-0.0049709177336495535,3,5,4
2023-05-03,0.0036020904161705564,-0.014310270372290672,0.0005132567947640793,-0.0001661009314558866,0.0037203696969906703,0.00386497783145725,2,5,3
2023-05-02,0.008674074016059664,0.005123421235332456,-0.014310270372290672,0.0005132567947640793,-0.0001661009314558866,0.0037203696969906703,1,5,2
2023-04-28,-0.002560682369309249,-0.005587485210746335,0.005123421235332456,-0.014310270372290672,0.0005132567947640793,-0.0001661009314558866,4,4,28
2023-04-27,-0.0002835764323945956,0.012350501323786818,-0.005587485210746335,0.005123421235332456,-0.014310270372290672,0.0005132567947640793,3,4,27
2023-04-26,0.006277526513345556,-0.0076872460900354106,0.012350501323786818,-0.005587485210746335,0.005123421235332456,-0.014310270372290672,2,4,26
2023-04-25,0.0006638366726959768,-0.00029877029660603315,-0.0076872460900354106,0.012350501323786818,-0.005587485210746335,0.005123421235332456,1,4,25
2023-04-24,-0.0047021772722443764,0.004825090689771527,-0.00029877029660603315,-0.0076872460900354106,0.012350501323786818,-0.005587485210746335,0,4,24
2023-04-21,-0.00468047341009776,-0.0005155016108572268,0.004825090689771527,-0.00029877029660603315,-0.0076872460900354106,0.012350501323786818,4,4,21
2023-04-20,-0.004219457033742472,0.0011157449384179045,-0.0005155016108572268,0.004825090689771527,-0.00029877029660603315,-0.0076872460900354106,3,4,20
2023-04-19,-0.012127191424503563,-0.005410140153120757,0.0011157449384179045,-0.0005155016108572268,0.004825090689771527,-0.00029877029660603315,2,4,19
2023-04-18,-0.014427363836024238,0.006262332649134118,-0.005410140153120757,0.0011157449384179045,-0.0005155016108572268,0.004825090689771527,1,4,18
2023-04-17,-0.012211413452804906,-0.0007885991508780518,0.006262332649134118,-0.005410140153120757,0.0011157449384179045,-0.0005155016108572268,0,4,17
2023-04-14,-0.018344042647301394,-0.00588151555579758,-0.0007885991508780518,0.006262332649134118,-0.005410140153120757,0.0011157449384179045,4,4,14
2023-04-13,-0.00804206175613476,0.0011374488005645208,-0.00588151555579758,-0.0007885991508780518,0.006262332649134118,-0.005410140153120757,3,4,13
2023-04-12,-0.007842896668838055,-0.0049491237767654685,0.0011374488005645208,-0.00588151555579758,-0.0007885991508780518,0.006262332649134118,2,4,12
2023-04-11,-0.0016832884414166166,-0.0016454017416269722,-0.0049491237767654685,0.0011374488005645208,-0.00588151555579758,-0.0007885991508780518,1,4,11
2023-04-06,-0.004851506722336106,-0.0030887715623987284,-0.0016454017416269722,-0.0049491237767654685,0.0011374488005645208,-0.00588151555579758,3,4,6
2023-04-05,-0.012408361104402257,-0.0036655651725782464,-0.0030887715623987284,-0.0016454017416269722,-0.0049491237767654685,0.0011374488005645208,2,4,5
2023-04-04,-0.030019664908007407,-0.00499518039393197,-0.0036655651725782464,-0.0030887715623987284,-0.0016454017416269722,-0.0049491237767654685,1,4,4
2023-04-03,-0.029520910460159522,0.005352857114401166,-0.00499518039393197,-0.0036655651725782464,-0.0030887715623987284,-0.0016454017416269722,0,4,3
2023-03-31,-0.04392313045420815,-0.0014462366543302669,0.005352857114401166,-0.00499518039393197,-0.0036655651725782464,-0.0030887715623987284,4,3,31
2023-03-30,-0.020305395006808676,0.0030708366650227096,-0.0014462366543302669,0.005352857114401166,-0.00499518039393197,-0.0036655651725782464,3,3,30
2023-03-29,-0.007372114617912128,-0.006833783453497736,0.0030708366650227096,-0.0014462366543302669,0.005352857114401166,-0.00499518039393197,2,3,29
2023-03-28,0.003515141390205804,-0.012552034775998118,-0.006833783453497736,0.0030708366650227096,-0.0014462366543302669,0.005352857114401166,1,3,28
